Cotten Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
Timestamp,POA*,"SMA SC-800CP-US - A1, Pac","SMA SC-800CP-US - A2, Pac","SMA SC-800CP-US - B1, Pac","SMA SC-800CP-US - B2, Pac","SMA SC-800CP-US - C1, Pac","SMA SC-800CP-US - C2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW
2024-04-01 00:00:00,0,0,0,0,0,0,0,-8.823009
2024-04-01 01:00:00,0,0,0,0,0,0,0,-8.815267
2024-04-01 02:00:00,0,0,0,0,0,0,0,-8.8877
2024-04-01 03:00:00,0,0,0,0,0,0,0,-8.847421
2024-04-01 04:00:00,0,0,0,0,0,0,0,-8.746449
2024-04-01 05:00:00,0,0,0,0,0,0,0,-8.720272
2024-04-01 06:00:00,0,0,0,0,0,0,0,-8.693228
2024-04-01 07:00:00,36.06446,34.23733,32.17076,33.16876,33.36847,30.93699,34.21327,193.8384
2024-04-01 08:00:00,111.0368,102.7078,98.55231,100.7185,100.114,98.90772,102.2631,606.4071
2024-04-01 09:00:00,161.9705,148.2624,143.3933,146.5261,147.3045,152.8395,150.5434,895.9016
2024-04-01 10:00:00,278.4561,257.2419,249.025,251.2867,252.299,254.9249,261.9472,1549.309
2024-04-01 11:00:00,518.944,465.3507,454.3399,477.0711,491.2789,511.6949,504.5311,2875.932
2024-04-01 12:00:00,733.662,627.3515,618.1003,640.7787,652.2834,665.2381,666.776,3793.215
2024-04-01 13:00:00,850.0131,666.0067,651.0085,667.9268,672.7108,695.5389,680.7596,3968.033
2024-04-01 14:00:00,668.9446,580.869,569.9815,579.8268,600.0771,599.2322,583.7078,3462.434
2024-04-01 15:00:00,708.9298,615.3419,598.0327,613.3625,635.5287,634.1423,621.1637,3720.592
2024-04-01 16:00:00,594.544,503.7191,496.27,511.9326,529.4178,529.1486,524.6357,3087.382
2024-04-01 17:00:00,329.456,279.043,278.1869,288.2779,297.9247,295.4069,298.3092,1732.169
2024-04-01 18:00:00,139.2407,103.2368,101.8026,107.0598,109.5312,108.0561,109.4504,640.182
2024-04-01 19:00:00,7.823271,7.618536,7.164104,7.444354,7.857562,7.980287,7.550895,37.79045
2024-04-01 20:00:00,0,0,0,0,0,0,0,-8.936139
2024-04-01 21:00:00,0,0,0,0,0,0,0,-8.843562
2024-04-01 22:00:00,0,0,0,0,0,0,0,-8.903139
2024-04-01 23:00:00,0,0,0,0,0,0,0,-8.86697
2024-04-02 00:00:00,0,0,0,0,0,0,0,-8.793497
2024-04-02 01:00:00,0,0,0,0,0,0,0,-8.834241
2024-04-02 02:00:00,0,0,0,0,0,0,0,-8.813293
2024-04-02 03:00:00,0,0,0,0,0,0,0,-8.758945
2024-04-02 04:00:00,0,0,0,0,0,0,0,-8.780976
2024-04-02 05:00:00,0,0,0,0,0,0,0,-8.723139
2024-04-02 06:00:00,0,0,0,0,0,0,0,-8.716501
2024-04-02 07:00:00,25.95744,19.30249,18.07653,18.58449,17.85861,17.13096,18.70645,103.4782
2024-04-02 08:00:00,181.1303,165.0138,149.5465,159.9417,152.7555,160.1709,150.5193,944.0719
2024-04-02 09:00:00,310.1663,298.0421,276.2994,283.0612,278.1734,298.0635,284.0182,1730.565
2024-04-02 10:00:00,551.9546,512.1205,483.9439,511.2112,500.3293,524.6937,505.3319,2993.14
2024-04-02 11:00:00,747.3283,695.8681,671.6649,676.9349,686.2757,721.1215,712.0799,4164.089
2024-04-02 12:00:00,934.0491,824.3651,802.9819,821.1722,820.0019,830.9138,829.8281,4901.73
2024-04-02 13:00:00,996.933,829.3134,829.229,821.7233,830.0398,833.0673,832.8591,4924.86
2024-04-02 14:00:00,965.5326,799.5661,801.4076,812.5847,813.4221,813.3967,811.8528,4827.466
2024-04-02 15:00:00,742.9255,628.1419,629.4553,635.8346,649.7609,665.3986,657.3286,3838.729
2024-04-02 16:00:00,484.1801,426.1461,422.7847,412.1417,422.0353,437.7687,437.994,2564.82
2024-04-02 17:00:00,343.6316,276.7172,280.7866,282.5743,306.9959,299.1044,290.2812,1727.115
2024-04-02 18:00:00,184.3743,132.4234,130.9491,139.0991,141.522,139.8822,142.6768,827.2498
2024-04-02 19:00:00,15.37475,12.40746,11.72146,12.47697,12.51151,12.54279,12.28222,66.77295
2024-04-02 20:00:00,0,0,0,0,0,0,0,-8.957146
2024-04-02 21:00:00,0,0,0,0,0,0,0,-8.956899
2024-04-02 22:00:00,0,0,0,0,0,0,0,-8.862924
2024-04-02 23:00:00,0,0,0,0,0,0,0,-8.905264
2024-04-03 00:00:00,0,0,0,0,0,0,0,-8.896165
2024-04-03 01:00:00,0,0,0,0,0,0,0,-8.8628
2024-04-03 02:00:00,0,0,0,0,0,0,0,-8.830184
2024-04-03 03:00:00,0,0,0,0,0,0,0,-8.767131
2024-04-03 04:00:00,0,0,0,0,0,0,0,-8.745137
2024-04-03 05:00:00,0,0,0,0,0,0,0,-8.716875
2024-04-03 06:00:00,0,0,0,0,0,0,0,-8.733906
2024-04-03 07:00:00,17.83247,10.50366,9.986463,10.31695,10.33923,9.892853,11.56446,55.70443
2024-04-03 08:00:00,101.7504,92.08057,90.11546,85.00997,83.0442,83.51125,88.32758,522.33
2024-04-03 09:00:00,149.9931,134.905,136.3294,135.4601,143.028,149.9302,150.6003,856.6642
2024-04-03 10:00:00,143.6426,135.2671,132.4491,132.0687,133.5037,139.6691,144.5013,819.8356
2024-04-03 11:00:00,217.9418,197.9905,191.4298,202.7199,203.0457,209.4424,205.1404,1199.769
2024-04-03 12:00:00,411.8427,224.4353,215.8878,249.228,246.2858,253.984,369.0831,1524.283
2024-04-03 13:00:00,228.4408,203.9547,212.2944,197.6998,210.5067,211.3421,142.8349,1232.179
2024-04-03 14:00:00,176.1942,158.8604,148.1422,156.7577,165.7948,169.1438,161.4447,948.2435
2024-04-03 15:00:00,604.7674,516.8541,515.4639,520.7814,538.1507,537.2648,537.9198,3139.252
2024-04-03 16:00:00,528.6735,472.4529,493.8584,471.2094,487.5727,519.7344,524.6681,2995.531
2024-04-03 17:00:00,498.614,414.9261,424.0732,415.2624,451.38,452.1597,469.6548,2676.927
2024-04-03 18:00:00,238.3619,161.4752,158.2197,173.1992,172.8569,170.2983,176.3491,1015.039
2024-04-03 19:00:00,20.57805,13.11585,10.58459,12.83044,11.56853,11.49368,11.28506,63.93756
2024-04-03 20:00:00,0,0,0,0,0,0,0,-8.865774
2024-04-03 21:00:00,0,0,0,0,0,0,0,-8.828918
2024-04-03 22:00:00,0,0,0,0,0,0,0,-8.877076
2024-04-03 23:00:00,0,0,0,0,0,0,0,-8.787284
2024-04-04 00:00:00,0,0,0,0,0,0,0,-8.860581
2024-04-04 01:00:00,0,0,0,0,0,0,0,-8.90348
2024-04-04 02:00:00,0,0,0,0,0,0,0,-8.927665
2024-04-04 03:00:00,0,0,0,0,0,0,0,-8.917104
2024-04-04 04:00:00,0,0,0,0,0,0,0,-8.880147
2024-04-04 05:00:00,0,0,0,0,0,0,0,-8.817712
2024-04-04 06:00:00,0.08548494,0,0,0,0,0,0,-8.761398
2024-04-04 07:00:00,31.99856,27.89391,26.70077,28.29045,27.97817,28.19216,29.73351,164.8595
2024-04-04 08:00:00,197.1989,184.8496,157.4883,186.3645,167.6094,163.602,166.6838,1018.495
2024-04-04 09:00:00,461.1938,476.0672,456.627,442.7707,450.2319,436.6912,458.8238,2724.334
2024-04-04 10:00:00,523.6208,538.6757,548.9231,515.801,532.1458,436.8795,429.1131,2986.929
2024-04-04 11:00:00,513.0475,413.4396,360.5375,401.1556,386.1782,524.5862,506.14,2617.501
2024-04-04 12:00:00,381.7983,354.6219,342.35,351.3088,354.081,354.0844,342.1722,2092.519
2024-04-04 13:00:00,168.0069,169.6048,167.0422,167.2126,171.6609,178.6414,178.6018,1039.156
2024-04-04 14:00:00,590.0892,470.9455,461.5456,485.5313,469.5507,477.748,483.7177,2841.223
2024-04-04 15:00:00,486.9782,400.2759,377.4109,390.4612,388.5889,428.4694,454.0383,2470.606
2024-04-04 16:00:00,338.6888,301.1337,270.9146,302.0785,295.5271,288.8849,334.7256,1729.265
2024-04-04 17:00:00,288.8052,217.2741,188.8636,207.8647,219.7822,230.0178,236.5775,1297.218
2024-04-04 18:00:00,235.8072,167.4046,163.1522,181.4043,181.0761,175.4393,174.4876,1043.152
2024-04-04 19:00:00,22.00857,14.22656,11.82497,14.09658,12.45391,12.23895,12.48455,70.65352
2024-04-04 20:00:00,0,0,0,0,0,0,0,-8.7623
2024-04-04 21:00:00,0,0,0,0,0,0,0,-8.83573
2024-04-04 22:00:00,0,0,0,0,0,0,0,-8.797908
2024-04-04 23:00:00,0,0,0,0,0,0,0,-8.820789
2024-04-05 00:00:00,0,0,0,0,0,0,0,-8.855936
2024-04-05 01:00:00,0,0,0,0,0,0,0,-8.891088
2024-04-05 02:00:00,0,0,0,0,0,0,0,-8.938422
2024-04-05 03:00:00,0,0,0,0,0,0,0,-8.904736
2024-04-05 04:00:00,0,0,0,0,0,0,0,-8.855881
2024-04-05 05:00:00,0,0,0,0,0,0,0,-8.709803
2024-04-05 06:00:00,0.002092392,0,0.06552268,0,0,0,0,-8.652055
2024-04-05 07:00:00,38.35941,22.91805,20.7904,32.63108,26.27058,28.00295,22.25632,148.0302
2024-04-05 08:00:00,237.1736,235.8223,208.571,232.1552,217.2863,228.1607,204.449,1335.892
2024-04-05 09:00:00,493.8152,520.418,488.2424,494.2451,480.9263,491.6134,500.1377,3000.569
2024-04-05 10:00:00,739.6829,746.987,712.429,722.642,715.9155,760.5338,751.5377,4412.962
2024-04-05 11:00:00,924.8813,782.0103,776.0565,775.8712,787.2502,797.6826,808.2291,4708.158
2024-04-05 12:00:00,1029.17,831.851,833.0477,833.34,832.8378,833.1137,832.9669,4970.832
2024-04-05 13:00:00,1037.839,813.858,825.0914,805.295,825.0972,833.0327,832.9677,4941.5
2024-04-05 14:00:00,1026.853,804.6384,803.7591,805.5762,805.6007,796.2903,762.8306,4740.268
2024-04-05 15:00:00,1014.698,760.73,746.5781,754.0368,715.7037,735.0146,730.6072,4342.733
2024-04-05 16:00:00,694.0069,595.2418,567.0607,603.0705,597.0709,602.9625,591.4153,3533.934
2024-04-05 17:00:00,367.5756,306.8235,285.0066,303.3444,307.2193,308.5935,310.626,1813.893
2024-04-05 18:00:00,171.4512,124.6195,113.7396,131.8442,123.7967,112.2243,116.0483,720.6567
2024-04-05 19:00:00,23.41319,14.53235,11.8376,14.44329,12.55293,12.25576,12.52059,71.33679
2024-04-05 20:00:00,0,0,0,0,0,0,0,-8.799483
2024-04-05 21:00:00,0,0,0,0,0,0,0,-8.893659
2024-04-05 22:00:00,0,0,0,0,0,0,0,-8.901016
2024-04-05 23:00:00,0,0,0,0,0,0,0,-8.877942
2024-04-06 00:00:00,0,0,0,0,0,0,0,-8.828773
2024-04-06 01:00:00,0,0,0,0,0,0,0,-8.831966
2024-04-06 02:00:00,0,0,0,0,0,0,0,-8.849221
2024-04-06 03:00:00,0,0,0,0,0,0,0,-8.849948
2024-04-06 04:00:00,0,0,0,0,0,0,0,-8.821512
2024-04-06 05:00:00,0,0,0,0,0,0,0,-8.752291
2024-04-06 06:00:00,0.02060006,0,0.1013872,0,0.02669265,0,0.0139972,-8.630431
2024-04-06 07:00:00,38.29298,24.18283,21.37942,29.30841,28.35409,28.96323,27.18805,154.1429
2024-04-06 08:00:00,245.3992,238.1079,208.2749,231.7482,214.7956,225.3078,205.2657,1337.862
2024-04-06 09:00:00,499.7213,528.9245,496.8949,501.7338,488.4181,494.7893,509.5419,3048.382
